Epoch,Data Loss,PSO Loss,Initial Loss,ISO Loss,Weighted Total Loss,K2,Kf,N,Qe_min,Qe_max,Qe_mean,Clamp_hits,Total Loss
57,0.01604604907333851,0.0018115516286343336,0.046080660074949265,0.10501046478748322,5.3430070877075195,0.036733608692884445,0.3251345157623291,0.5171098709106445,0.4042806625366211,2.3409762382507324,1.3961175680160522,0,0.16894872556440532
58,0.015284715220332146,0.0017522746929898858,0.0449625626206398,0.10314864665269852,5.151879787445068,0.03656945750117302,0.32443901896476746,0.5160831809043884,0.40409332513809204,2.329380512237549,1.3914270401000977,0,0.16514819918666035
59,0.014537082985043526,0.0017021455569192767,0.04385758936405182,0.1016152873635292,4.966315269470215,0.03641023114323616,0.3237575888633728,0.5150699019432068,0.40390801429748535,2.317990779876709,1.38680899143219,0,0.16171210526954383
60,0.013783297501504421,0.0016619650414213538,0.04264016076922417,0.10058600455522537,4.779749393463135,0.03625573217868805,0.3230922222137451,0.514071524143219,0.4037253260612488,2.306828498840332,1.3822731971740723,0,0.15867142786737531
61,0.013060794211924076,0.0016321645816788077,0.041129015386104584,0.10006909817457199,4.5926432609558105,0.036105722188949585,0.3224457800388336,0.5130902528762817,0.4035460352897644,2.2959256172180176,1.3778338432312012,0,0.15589107235427946
62,0.012401117943227291,0.0016102155204862356,0.03944942355155945,0.09989020228385925,4.413662910461426,0.03595992550253868,0.3218216896057129,0.5121286511421204,0.4033711552619934,2.2853190898895264,1.3735071420669556,0,0.15335095929913223
63,0.01179323997348547,0.0015913074603304267,0.03791971877217293,0.09976594895124435,4.249691963195801,0.03581805154681206,0.3212232291698456,0.5111889839172363,0.4032016396522522,2.275043487548828,1.3693090677261353,0,0.15107021515723318
64,0.01121713686734438,0.0015718498034402728,0.03662128746509552,0.09943439066410065,4.09787654876709,0.03567982465028763,0.32065311074256897,0.5102730989456177,0.40303823351860046,2.2651262283325195,1.365252137184143,0,0.14884466479998082
65,0.01067300233989954,0.0015507572097703815,0.035359468311071396,0.0987517312169075,3.950286388397217,0.035544995218515396,0.3201128840446472,0.5093822479248047,0.4028815031051636,2.2555832862854004,1.3613442182540894,0,0.14633495907764882
66,0.010143689811229706,0.0015272479504346848,0.034062791615724564,0.09771022945642471,3.8012707233428955,0.03541335463523865,0.3196030855178833,0.5085164904594421,0.40273189544677734,2.2464168071746826,1.357587218284607,0,0.14344395883381367
67,0.009612117893993855,0.001500217244029045,0.03289967402815819,0.09641600400209427,3.6544981002807617,0.03528471291065216,0.3191233277320862,0.50767582654953,0.40258917212486267,2.2376222610473633,1.353980302810669,0,0.14042801316827536
68,0.009095840156078339,0.001470819697715342,0.03190915286540985,0.09505487233400345,3.5159811973571777,0.03515895456075668,0.318672776222229,0.506859540939331,0.4024534225463867,2.2291879653930664,1.3505195379257202,0,0.13753068505320698
69,0.008641173131763935,0.001442734501324594,0.030876077711582184,0.09382939338684082,3.3881518840789795,0.035035956650972366,0.3182508647441864,0.5060673952102661,0.4023246169090271,2.2211074829101562,1.347203016281128,0,0.13478937873151153
70,0.0082347821444273,0.001418228494003415,0.029720813035964966,0.09287521988153458,3.26690936088562,0.03491562232375145,0.3178569972515106,0.5052990913391113,0.40220263600349426,2.2133736610412598,1.344028115272522,0,0.13224904355593026
71,0.007823213003575802,0.001396723324432969,0.02861282415688038,0.09222373366355896,3.1488139629364014,0.034797828644514084,0.31749120354652405,0.5045545697212219,0.40208765864372253,2.205984592437744,1.340995192527771,0,0.1300564941484481
72,0.007407031953334808,0.001377795124426484,0.027569271624088287,0.09182784706354141,3.0341908931732178,0.03468245267868042,0.31715381145477295,0.5038341879844666,0.40197986364364624,2.1989428997039795,1.3381061553955078,0,0.128181945765391
73,0.007033978123217821,0.0013615932548418641,0.02643723413348198,0.09158720076084137,2.925478458404541,0.03456937149167061,0.3168456554412842,0.5031383633613586,0.40187954902648926,2.1922552585601807,1.3353643417358398,0,0.12642000627238303
74,0.0066981129348278046,0.0013461519265547395,0.02529543824493885,0.09136192500591278,2.8232421875,0.03445843979716301,0.31656768918037415,0.5024678707122803,0.4017871022224426,2.1859312057495117,1.3327748775482178,0,0.12470162811223418
75,0.006361422128975391,0.001329026068560779,0.02430984377861023,0.09102646261453629,2.7254412174224854,0.03434954211115837,0.31632107496261597,0.5018234848976135,0.4017029106616974,2.179980754852295,1.3303430080413818,0,0.12302675459068269
76,0.006042450200766325,0.001310720108449459,0.023375768214464188,0.09053170680999756,2.631357192993164,0.034242577850818634,0.3161066174507141,0.5012058019638062,0.4016273021697998,2.1744120121002197,1.3280729055404663,0,0.12126064533367753
77,0.005756300874054432,0.0012923587346449494,0.022412801161408424,0.08990544825792313,2.5411181449890137,0.03413746505975723,0.31592458486557007,0.500615119934082,0.40156039595603943,2.169227123260498,1.3259656429290771,0,0.11936690902803093
78,0.005473889876157045,0.0012735965428873897,0.021558886393904686,0.0892292931675911,2.4549691677093506,0.034034136682748795,0.3157743811607361,0.5000509023666382,0.40150216221809387,2.164416790008545,1.3240185976028442,0,0.11753566598054022
79,0.005192283540964127,0.0012555141001939774,0.020781707018613815,0.08862398564815521,2.372218132019043,0.03393252193927765,0.31565454602241516,0.4995121359825134,0.40145227313041687,2.1599645614624023,1.3222246170043945,0,0.11585349030792713
80,0.0049317218363285065,0.0012396713718771935,0.019948892295360565,0.08818873018026352,2.292670726776123,0.033832572400569916,0.31556329131126404,0.49899712204933167,0.40141016244888306,2.1558475494384766,1.3205746412277222,0,0.11430901568382978
81,0.004677928518503904,0.0012250165455043316,0.019164612516760826,0.08793485909700394,2.2174923419952393,0.03373420611023903,0.3154987096786499,0.4985043406486511,0.4013754725456238,2.152042865753174,1.3190587759017944,0,0.113002416677773
82,0.004428735934197903,0.0012108578812330961,0.018454957753419876,0.08779941499233246,2.146702289581299,0.033637356013059616,0.3154594302177429,0.4980326294898987,0.401347815990448,2.148533344268799,1.3176701068878174,0,0.11189396656118333
83,0.004203130956739187,0.0011977512622252107,0.017703520134091377,0.08768267929553986,2.078845977783203,0.0335419699549675,0.31544458866119385,0.49758100509643555,0.4013269245624542,2.1453070640563965,1.3164039850234985,0,0.11078708164859563
84,0.003983131609857082,0.0011846087872982025,0.01700172945857048,0.08748093992471695,2.0130562782287598,0.03344796225428581,0.3154536485671997,0.4971490204334259,0.4013127386569977,2.1423566341400146,1.3152570724487305,0,0.10965040978044271
85,0.0037671930622309446,0.0011710941325873137,0.016386374831199646,0.08715547621250153,1.9500328302383423,0.03335528448224068,0.31548604369163513,0.4967361390590668,0.40130504965782166,2.139674425125122,1.3142269849777222,0,0.10848013823851943
86,0.0035814722068607807,0.001158423605374992,0.015749050304293633,0.08675500750541687,1.8910802602767944,0.033263884484767914,0.3155411183834076,0.4963417053222656,0.40130379796028137,2.137251377105713,1.3133091926574707,0,0.10724395362194628
87,0.003407049924135208,0.0011461169924587011,0.015163550153374672,0.08636067807674408,1.8360247611999512,0.033173706382513046,0.3156175911426544,0.49596473574638367,0.40130850672721863,2.135072946548462,1.312497854232788,0,0.10607739514671266
88,0.003229561960324645,0.0011341167846694589,0.014644856564700603,0.08604460209608078,1.7833821773529053,0.03308470547199249,0.3157142698764801,0.49560412764549255,0.40131884813308716,2.1331238746643066,1.3117867708206177,0,0.10505313740577549
89,0.0030636421870440245,0.001123304944485426,0.014102060347795486,0.08582513779401779,1.7327520847320557,0.03299683704972267,0.3158298134803772,0.4952586889266968,0.40133458375930786,2.1313881874084473,1.3111690282821655,0,0.10411414527334273
90,0.0029028155840933323,0.0011128332698717713,0.013611719012260437,0.08563811331987381,1.6851346492767334,0.03291003778576851,0.31596308946609497,0.4949275255203247,0.40135523676872253,2.129852771759033,1.310638666152954,0,0.10326548118609935
91,0.0027550850063562393,0.0011027948930859566,0.01315863523632288,0.08539725095033646,1.6407482624053955,0.03282427787780762,0.3161129653453827,0.494609534740448,0.4013805389404297,2.128502607345581,1.3101896047592163,0,0.10241376608610153
92,0.002628643298521638,0.0010938746854662895,0.012681418098509312,0.08505161106586456,1.5985121726989746,0.03273950144648552,0.31627827882766724,0.49430373311042786,0.40141016244888306,2.1273245811462402,1.3098161220550537,0,0.1014555471483618
93,0.002505835611373186,0.0010854338761419058,0.012251821346580982,0.08461026847362518,1.5578317642211914,0.032655660063028336,0.3164575695991516,0.4940088093280792,0.4014437198638916,2.126300811767578,1.309510350227356,0,0.10045335930772126
94,0.00239389156922698,0.0010780824813991785,0.011825201101601124,0.08415409177541733,1.5190932750701904,0.03257272392511368,0.3166491985321045,0.49372348189353943,0.40148067474365234,2.125412940979004,1.3092641830444336,0,0.09945126692764461
95,0.0022944326046854258,0.0010721477447077632,0.011376176960766315,0.08377140015363693,1.4824073314666748,0.032490625977516174,0.3168516159057617,0.4934464395046234,0.40152060985565186,2.124642848968506,1.3090698719024658,0,0.09851415746379644
96,0.0021916672121733427,0.001066761207766831,0.010964982211589813,0.08348995447158813,1.447260856628418,0.03240932896733284,0.3170635998249054,0.49317666888237,0.4015631675720215,2.123976707458496,1.3089213371276855,0,0.09771336510311812
97,0.0020962213166058064,0.0010621397523209453,0.010540523566305637,0.08326765894889832,1.41344153881073,0.032328762114048004,0.3172841966152191,0.49291330575942993,0.40160810947418213,2.1234025955200195,1.3088133335113525,0,0.0969665435841307
98,0.002009038347750902,0.0010574792977422476,0.010126696899533272,0.08299915492534637,1.381111979484558,0.03224889561533928,0.3175124228000641,0.4926554560661316,0.4016551077365875,2.1229090690612793,1.3087409734725952,0,0.0961923694703728
99,0.0019279345870018005,0.0010519050993025303,0.009753170423209667,0.08258500695228577,1.3501211404800415,0.03216966241598129,0.3177470266819,0.4924020767211914,0.4017038345336914,2.122481346130371,1.3086977005004883,0,0.09531801706179976
100,0.0018608586397022009,0.0010457948083058,0.009374928660690784,0.08200044184923172,1.3201262950897217,0.03209104761481285,0.3179861307144165,0.4921514391899109,0.4017537236213684,2.1220970153808594,1.3086738586425781,0,0.0942820239579305
101,0.0017986369784921408,0.0010387266520410776,0.009031232446432114,0.08129474520683289,1.2912445068359375,0.03201301395893097,0.31822729110717773,0.491901695728302,0.401804119348526,2.1217293739318848,1.3086574077606201,0,0.09316334128379822
102,0.0017414633184671402,0.0010313394013792276,0.008703581057488918,0.08057061582803726,1.2636849880218506,0.031935546547174454,0.31846797466278076,0.4916508197784424,0.4018543064594269,2.1213502883911133,1.30863618850708,0,0.09204699960537255
103,0.0016885522054508328,0.0010244218865409493,0.008368449285626411,0.07991732656955719,1.2371981143951416,0.03185863420367241,0.31870585680007935,0.4913969337940216,0.4019036293029785,2.1209335327148438,1.3085986375808716,0,0.09099874994717538
104,0.0016311111394315958,0.001017712289467454,0.008056974969804287,0.0793570727109909,1.2114684581756592,0.03178225830197334,0.3189392387866974,0.4911386966705322,0.4019516706466675,2.120460033416748,1.3085366487503052,0,0.09006287110969424
105,0.0015772851184010506,0.001011614571325481,0.007739602588117123,0.07885218411684036,1.1866264343261719,0.03170640766620636,0.319166898727417,0.49087512493133545,0.40199804306030273,2.119917392730713,1.3084437847137451,0,0.08918068639468402
106,0.0015277144266292453,0.0010054759914055467,0.007436505984514952,0.07832507789134979,1.1628724336624146,0.03163105621933937,0.3193880021572113,0.49060556292533875,0.4020425081253052,2.119295120239258,1.3083164691925049,0,0.08829477429389954
107,0.0014817111659795046,0.0009987381054088473,0.007159224711358547,0.07771363109350204,1.139988660812378,0.03155619278550148,0.31960180401802063,0.49032947421073914,0.40208500623703003,2.1185858249664307,1.3081510066986084,0,0.08735330507624894
108,0.0014420428778976202,0.0009916801936924458,0.006887733470648527,0.07700906693935394,1.117702603340149,0.03148180618882179,0.3198073208332062,0.49004605412483215,0.4021250903606415,2.11777925491333,1.307942509651184,0,0.08633052348159254
109,0.0014035227941349149,0.000984085607342422,0.00664314441382885,0.07624703645706177,1.0961045026779175,0.03140789270401001,0.32000359892845154,0.4897546172142029,0.4021626114845276,2.1168646812438965,1.307686686515808,0,0.08527778927236795
110,0.0013683732831850648,0.0009768377058207989,0.006402229890227318,0.07549197971820831,1.0752978324890137,0.031334444880485535,0.32018959522247314,0.4894545376300812,0.4021972715854645,2.115832567214966,1.307378888130188,0,0.0842394205974415
111,0.0013337036361917853,0.0009702971437945962,0.006164430174976587,0.07479096949100494,1.0551197528839111,0.031261470168828964,0.3203645944595337,0.4891452491283417,0.4022289216518402,2.1146750450134277,1.3070160150527954,0,0.08325940044596791
112,0.0012971826363354921,0.0009643899975344539,0.0059365518391132355,0.07415185123682022,1.0354514122009277,0.031188953667879105,0.32052820920944214,0.48882657289505005,0.40225738286972046,2.113389015197754,1.3065961599349976,0,0.0823499757098034
113,0.0012624863302335143,0.0009592350688762963,0.0057075005024671555,0.07354789972305298,1.0163524150848389,0.03111688233911991,0.32068026065826416,0.4884985387325287,0.4022826850414276,2.111973762512207,1.3061189651489258,0,0.08147712162462994
114,0.0012274115579202771,0.0009539535385556519,0.005499199498444796,0.07293005287647247,0.9978004693984985,0.03104524314403534,0.32082098722457886,0.4881613552570343,0.40230488777160645,2.1104323863983154,1.3055862188339233,0,0.0806106174713932
115,0.001194693148136139,0.000948567409068346,0.005301331169903278,0.07226639986038208,0.9796711206436157,0.030974023044109344,0.32095077633857727,0.48781538009643555,0.40232402086257935,2.1087698936462402,1.3049993515014648,0,0.07971099158748984
116,0.0011636399431154132,0.0009428243502043188,0.005118826404213905,0.0715520903468132,0.9619736671447754,0.030903218314051628,0.32106995582580566,0.48746100068092346,0.4023403525352478,2.1069908142089844,1.3043606281280518,0,0.07877738104434684
117,0.0011342106154188514,0.0009368825703859329,0.004947187379002571,0.07081279903650284,0.9447487592697144,0.030832814052700996,0.3211787939071655,0.4870985746383667,0.40235382318496704,2.105099678039551,1.3036718368530273,0,0.0778310796013102
118,0.0011061495169997215,0.0009311324101872742,0.00477685546502471,0.07008484750986099,0.9279067516326904,0.03076281026005745,0.32127755880355835,0.4867284297943115,0.4023645520210266,2.103099822998047,1.3029344081878662,0,0.0768989849020727
119,0.0010767526691779494,0.0009252820163965225,0.004616003017872572,0.0693853348493576,0.9113835692405701,0.030693208798766136,0.32136645913124084,0.4863508939743042,0.4023725986480713,2.1009955406188965,1.3021503686904907,0,0.07600337255280465
120,0.0010483419755473733,0.000919603742659092,0.004455581773072481,0.06870852410793304,0.8952347040176392,0.030623994767665863,0.32144591212272644,0.4859663248062134,0.40237805247306824,2.0987915992736816,1.3013211488723755,0,0.07513205159921199
121,0.001019560149870813,0.0009134321007877588,0.004310248885303736,0.06802317500114441,0.8794783353805542,0.03055516816675663,0.3215164542198181,0.48557525873184204,0.40238112211227417,2.0964951515197754,1.3004502058029175,0,0.07426641613710672
122,0.000992892193607986,0.0009071611566469073,0.004169851075857878,0.06730883568525314,0.8640432357788086,0.030486736446619034,0.3215787410736084,0.4851783812046051,0.40238192677497864,2.094114303588867,1.2995409965515137,0,0.07337874011136591
123,0.0009665183024480939,0.0009004275198094547,0.004044081550091505,0.06656263768672943,0.8489176630973816,0.030418695881962776,0.321633517742157,0.48477622866630554,0.40238070487976074,2.0916569232940674,1.2985970973968506,0,0.07247366505907848
124,0.0009419935522601008,0.0008939579129219055,0.003919193986803293,0.06581468880176544,0.8341420888900757,0.030351044610142708,0.32168135046958923,0.48436951637268066,0.4023776352405548,2.089132070541382,1.297621726989746,0,0.07156983425375074
